no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,0,0,0,56,2018,11,16,0,0,0,0,75.0,0,0
2,0,0,3,0,0,0,40,2017,10,24,0,0,0,0,85.0,1,0
2,0,0,3,0,0,0,114,2018,7,26,0,0,0,0,72.25,0,0
2,0,2,5,0,0,0,112,2018,12,22,1,0,0,0,88.4,2,0
1,0,0,2,0,0,0,164,2017,10,1,0,0,0,0,100.0,0,0
2,2,2,4,0,0,3,15,2017,9,20,1,0,0,0,166.5,2,0
2,0,0,2,0,0,0,109,2017,8,9,1,0,0,0,76.5,1,0
2,0,1,2,0,0,0,64,2018,9,17,2,0,0,0,130.0,0,1
3,0,2,5,0,0,1,181,2018,8,25,1,0,0,0,111.35,2,1
2,0,0,1,0,0,1,16,2018,9,13,1,0,0,0,184.0,2,0
3,0,1,3,0,0,0,128,2018,8,18,1,0,0,0,133.2,1,1
2,0,2,3,0,0,0,189,2018,8,22,1,0,0,0,99.45,0,1
2,2,0,0,0,0,3,47,2018,12,1,1,0,0,0,177.3,0,0
2,2,0,4,0,0,3,21,2018,6,28,1,0,0,0,182.0,0,1
2,0,2,1,0,0,0,72,2018,8,17,0,0,0,0,85.5,0,0
2,0,2,3,0,0,0,279,2018,10,20,0,0,0,0,110.0,0,1
3,0,1,5,0,0,1,32,2018,4,15,1,0,0,0,126.9,0,1
2,0,2,2,0,0,0,86,2018,4,20,0,0,0,0,65.0,0,0
2,0,0,2,0,0,0,242,2018,8,19,0,0,0,0,72.25,1,0
2,0,2,3,0,0,0,99,2017,8,21,1,0,0,0,76.5,0,1
2,2,2,5,0,0,3,179,2018,6,28,1,0,0,0,182.26,0,1
2,1,0,4,0,0,0,20,2018,8,29,1,0,0,0,112.25,1,0
2,0,2,3,0,0,0,71,2018,4,23,0,0,0,0,84.15,1,0
2,0,2,3,0,0,1,35,2017,9,26,0,0,0,0,75.0,1,0
2,0,2,1,2,0,0,254,2018,9,28,0,0,0,0,106.0,0,1
2,0,2,4,0,0,0,135,2018,6,9,0,0,0,0,80.75,0,0
2,0,2,3,0,0,0,116,2018,5,17,1,0,0,0,99.45,0,0
2,0,1,3,0,0,0,224,2017,10,2,0,0,0,0,65.0,0,0
2,1,1,5,2,0,0,108,2018,6,2,0,0,0,0,110.75,1,0
2,0,1,1,2,0,0,37,2018,10,22,0,0,0,0,115.0,0,0
2,0,0,3,1,0,0,130,2018,11,23,1,0,0,0,79.2,2,0
2,1,0,1,0,0,0,136,2018,7,13,1,0,0,0,130.5,1,1
2,2,0,3,0,0,3,33,2018,5,26,1,0,0,0,198.9,0,1
2,0,0,3,0,0,1,4,2018,5,25,1,0,0,0,176.0,0,0
2,0,1,1,0,0,0,217,2018,9,3,1,0,0,0,101.15,2,1
1,0,1,2,0,0,0,74,2017,9,18,0,0,0,0,90.0,0,0
2,0,0,2,0,0,0,43,2018,11,16,0,0,0,0,75.0,0,0
3,0,1,3,0,0,1,42,2018,3,10,1,0,0,0,83.61,2,0
1,0,2,2,0,0,0,162,2018,10,20,0,0,0,0,115.0,0,1
2,0,0,5,0,0,0,213,2018,10,5,1,0,0,0,102.85,2,1
2,0,0,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,0
3,0,0,1,0,0,0,19,2017,10,2,0,0,0,0,90.0,1,0
1,0,0,3,0,0,0,68,2018,5,10,1,0,0,0,121.5,2,0
2,0,0,1,0,0,0,6,2018,6,21,4,1,1,8,0.0,1,0
2,0,0,1,0,0,0,228,2018,4,30,1,0,0,0,93.3,0,1
3,0,0,3,0,0,1,29,2018,2,23,1,0,0,0,139.0,0,1
1,0,0,3,0,0,1,53,2018,8,7,1,0,0,0,149.4,1,0
2,0,2,3,0,0,0,212,2018,5,20,0,0,0,0,78.0,3,0
1,0,1,2,0,0,0,14,2018,10,5,0,0,0,0,95.0,0,0
2,0,0,1,2,0,0,55,2018,4,19,0,0,0,0,104.0,0,0
1,0,0,3,0,0,1,34,2018,3,23,1,0,0,0,115.2,0,1
2,0,2,1,0,0,1,22,2017,11,14,0,0,0,0,65.0,0,0
2,0,0,3,0,0,0,317,2018,9,15,1,0,0,0,106.2,1,1
2,0,0,2,0,0,0,180,2018,8,16,0,0,0,0,100.0,0,1
2,1,2,1,0,0,0,14,2018,6,17,1,0,0,0,132.33,0,1
1,0,0,2,0,0,0,15,2018,3,20,0,0,0,0,75.0,0,0
3,0,2,3,0,0,0,71,2018,9,28,1,0,0,0,150.98,2,0
2,0,1,1,0,0,0,275,2018,6,4,1,0,0,0,62.8,0,1
2,0,1,2,0,0,0,62,2018,7,21,0,0,0,0,75.0,0,0
1,0,0,1,0,0,0,1,2018,12,17,4,1,2,3,0.0,0,0
3,0,2,1,0,0,1,207,2018,8,4,1,0,0,0,168.3,1,1
1,0,1,1,0,0,0,3,2018,7,3,4,1,0,1,0.0,1,0
1,0,0,1,0,0,0,1,2017,11,22,2,1,1,0,65.0,0,0
2,0,2,3,0,0,0,104,2018,5,3,1,0,0,0,86.53,2,0
2,0,0,1,0,0,0,5,2018,10,7,1,0,0,0,190.0,1,0
2,0,0,1,0,0,0,26,2018,6,8,0,0,0,0,120.0,0,1
2,0,0,3,0,0,1,22,2017,10,20,0,0,0,0,75.0,0,0
2,1,2,5,0,0,0,188,2018,8,8,1,0,0,0,123.75,1,1
2,1,0,1,0,1,0,0,2018,1,30,1,0,0,0,110.5,2,0
2,0,1,2,0,0,1,95,2018,4,7,1,0,0,0,93.08,0,1
2,0,0,3,0,0,0,151,2018,7,11,1,0,0,0,102.3,0,1
3,0,0,2,0,0,1,58,2018,6,10,1,0,0,0,159.3,2,1
2,0,4,7,0,0,0,108,2017,7,19,1,0,0,0,76.5,1,1
2,0,0,4,0,0,0,228,2018,8,5,1,0,0,0,102.85,1,1
2,0,0,4,0,0,1,48,2017,10,16,1,0,0,0,95.48,1,0
2,0,2,3,0,0,0,116,2018,5,31,1,0,0,0,80.75,0,0
2,1,1,1,0,0,3,12,2018,8,17,1,0,0,0,200.0,2,0
3,0,2,0,0,0,0,205,2018,5,29,0,0,0,0,125.0,1,0
2,0,0,3,2,0,0,200,2018,9,19,1,0,0,0,152.15,1,1
2,1,0,2,0,0,0,35,2018,3,24,1,0,0,0,112.5,1,1
2,0,2,1,0,0,1,33,2018,2,22,0,0,0,0,72.38,1,0
2,0,2,2,0,0,0,179,2018,10,2,1,0,0,0,113.4,0,1
1,0,0,1,0,0,0,87,2018,3,11,2,0,0,0,80.0,0,0
2,0,0,3,0,0,0,184,2018,8,12,1,0,0,0,105.3,2,0
3,0,0,3,0,0,1,97,2018,9,10,1,0,0,0,168.3,2,0
2,0,2,2,0,0,1,180,2018,10,10,1,0,0,0,137.7,0,1
2,2,0,3,0,0,3,2,2017,9,17,1,0,0,0,162.0,0,0
2,0,0,2,0,0,0,86,2017,9,20,2,0,0,0,100.0,0,0
2,0,2,0,0,0,0,100,2017,12,25,1,0,0,0,72.25,1,0
3,0,1,1,0,0,0,90,2018,7,13,0,0,0,0,96.9,2,0
2,0,3,8,0,0,0,230,2018,12,3,1,0,0,0,82.95,0,1
2,0,1,1,0,0,0,57,2018,6,20,0,0,0,0,94.5,1,0
2,0,1,3,0,0,0,148,2018,5,2,1,0,0,0,105.3,1,0
3,0,0,3,0,0,1,55,2018,3,8,1,0,0,0,131.4,1,0
1,0,2,5,0,0,0,162,2018,7,14,1,0,0,0,112.0,0,1
2,0,1,2,0,0,0,122,2018,4,15,0,0,0,0,85.0,0,0
1,0,0,1,0,0,0,1,2017,11,27,2,1,1,6,65.0,0,0
2,0,1,3,0,0,0,91,2018,5,30,0,0,0,0,80.75,0,0
2,0,2,1,0,0,1,54,2018,8,13,1,0,0,0,149.4,0,1
2,0,2,1,1,0,0,71,2018,10,20,1,0,0,0,57.52,0,0
2,1,2,0,0,0,0,61,2018,7,25,1,0,0,0,121.5,1,1
2,0,2,2,1,0,0,154,2018,10,16,1,0,0,0,108.0,1,1
2,0,1,3,1,0,0,49,2018,3,4,0,0,0,0,62.8,0,0
2,0,0,2,2,0,0,265,2018,6,23,0,0,0,0,115.0,1,1
2,0,2,2,0,0,0,110,2018,12,4,1,0,0,0,88.4,1,0
2,0,2,2,0,0,1,136,2018,7,10,1,0,0,0,121.5,1,0
2,0,0,3,0,0,0,203,2018,9,8,0,0,0,0,80.75,1,0
2,1,1,5,0,0,0,178,2018,7,1,1,0,0,0,127.8,2,1
1,0,1,0,0,0,0,0,2018,10,19,0,0,0,0,120.0,0,0
3,0,0,1,0,0,1,7,2018,5,31,1,0,0,0,157.0,2,0
2,0,0,2,2,0,0,273,2017,7,17,0,0,0,0,109.0,1,1
2,0,0,2,0,0,0,41,2018,10,21,1,0,0,0,160.0,1,1
2,0,0,2,0,0,0,207,2018,8,5,1,0,0,0,105.3,1,1
3,0,1,1,0,0,1,6,2018,12,30,1,0,0,0,163.0,2,0
3,0,2,5,0,0,1,160,2018,7,18,1,0,0,0,141.84,1,1
3,0,0,3,0,0,0,39,2018,10,25,1,0,0,0,90.23,1,0
2,0,1,2,0,0,1,50,2017,11,12,1,0,0,0,60.0,0,0
2,1,0,2,0,0,0,10,2018,4,15,1,0,0,0,126.0,2,0
1,0,1,3,0,0,0,7,2018,3,21,0,0,0,0,75.0,0,0
2,0,2,3,0,0,0,115,2018,2,27,0,0,0,0,76.0,0,0
2,0,2,1,2,0,0,220,2018,9,17,0,0,0,0,156.0,1,1
2,0,1,0,0,0,0,275,2018,10,4,1,0,0,0,62.8,0,1
2,2,1,1,1,0,3,8,2017,8,19,1,0,0,0,153.0,0,1
3,0,0,2,0,0,1,20,2018,9,30,1,0,0,0,187.0,0,0
2,0,2,1,0,0,0,145,2018,7,30,1,0,0,0,114.3,0,0
2,0,2,2,0,0,0,179,2018,9,30,1,0,0,0,126.9,0,1
2,2,2,1,0,0,3,178,2018,7,24,1,0,0,0,168.3,1,1
2,0,2,1,0,0,1,24,2018,12,26,1,0,0,0,154.0,2,0
2,0,2,5,0,0,0,208,2018,8,29,1,0,0,0,90.95,0,1
3,0,2,3,0,0,0,16,2018,12,27,0,0,0,0,83.2,1,0
3,0,0,2,0,0,1,155,2018,8,16,1,0,0,0,177.3,0,1
2,0,0,3,0,0,1,21,2017,10,25,0,0,0,0,75.0,1,0
1,0,1,1,0,1,0,135,2018,5,21,1,0,0,0,125.1,0,0
1,0,1,0,0,0,1,6,2018,7,11,1,0,0,0,166.0,0,0
2,0,2,3,0,0,0,137,2018,4,25,1,0,0,0,90.95,0,0
2,0,0,1,1,0,0,113,2018,9,15,1,0,0,0,118.8,1,1
2,0,1,2,0,0,0,104,2018,7,11,1,0,0,0,88.01,2,0
2,2,0,3,0,0,3,85,2018,7,18,1,0,0,0,180.3,2,0
2,0,2,1,0,0,0,40,2018,10,24,0,0,0,0,85.0,0,0
2,0,2,2,0,0,0,222,2018,12,3,1,0,0,0,99.6,0,0
2,2,0,4,0,0,3,221,2018,8,2,1,0,0,0,187.0,1,1
2,0,2,1,1,0,0,133,2018,9,3,1,0,0,0,118.8,0,1
2,0,2,0,2,0,0,75,2018,10,30,0,0,0,0,105.0,0,1
2,0,0,4,0,0,0,110,2017,12,30,0,0,0,0,70.0,0,0
2,0,0,3,0,0,1,112,2018,6,2,1,0,0,0,140.4,0,1
2,0,2,2,0,0,0,129,2018,5,13,0,0,0,0,80.75,1,0
2,0,1,1,0,0,0,51,2018,7,18,0,0,0,0,85.5,0,0
3,0,2,2,0,0,1,23,2018,7,1,1,0,0,0,187.0,1,1
2,0,2,3,0,0,0,40,2017,10,5,0,0,0,0,65.0,1,0
2,0,0,4,0,0,1,92,2018,8,2,1,0,0,0,150.3,1,1
2,0,0,3,2,0,0,34,2017,4,23,0,0,0,0,224.67,0,1
3,0,0,1,0,0,1,1,2018,5,6,1,0,0,0,137.0,1,0
2,0,0,3,0,0,0,123,2018,6,21,1,0,0,0,77.03,1,0
2,0,1,2,0,0,0,57,2018,9,18,0,0,0,0,85.0,0,0
3,0,1,0,0,0,1,33,2018,1,25,0,0,0,0,104.0,1,0
2,0,0,2,1,0,0,131,2018,8,5,1,0,0,0,76.23,1,0
1,0,1,2,0,0,0,3,2017,8,28,2,1,0,5,65.0,0,0
2,0,0,3,0,0,0,128,2018,5,12,1,0,0,0,121.5,0,1
3,0,0,3,0,0,1,46,2017,11,3,0,0,0,0,60.0,0,0
1,0,2,0,0,0,0,150,2018,8,16,1,0,0,0,76.5,2,0
2,0,0,3,0,0,0,106,2018,5,11,1,0,0,0,108.3,0,1
2,0,1,2,2,0,0,161,2018,3,25,0,0,0,0,90.0,0,1
1,0,0,2,0,0,0,42,2018,5,20,0,0,0,0,73.0,0,0
2,0,0,2,0,0,1,57,2018,6,29,1,0,0,0,140.4,0,1
2,0,0,2,0,0,0,32,2017,11,11,0,0,0,0,73.0,0,1
1,0,2,1,2,0,0,4,2017,8,1,0,0,0,0,36.25,0,1
3,0,0,2,0,0,0,178,2018,7,23,1,0,0,0,127.62,2,1
3,0,1,5,0,0,1,38,2018,5,2,1,0,0,0,159.3,0,1
3,0,1,3,0,0,1,65,2018,5,16,1,0,0,0,150.45,2,0
2,1,0,3,0,0,0,36,2017,10,25,1,0,0,0,112.0,2,0
2,0,2,3,0,0,0,273,2018,10,17,1,0,0,0,105.74,1,1
2,0,2,1,2,0,0,7,2018,5,22,0,0,0,0,112.0,1,0
2,0,2,2,0,0,0,208,2018,7,30,1,0,0,0,90.95,0,1
1,0,1,1,0,0,0,3,2018,6,6,0,0,0,0,95.0,0,0
2,2,0,1,0,0,3,4,2018,12,3,1,0,0,0,160.8,0,0
3,0,2,3,2,0,1,51,2018,8,15,1,0,0,0,187.5,1,1
2,0,2,2,0,0,0,87,2018,6,17,0,0,0,0,80.75,0,0
2,0,1,3,0,0,0,193,2018,8,13,1,0,0,0,99.45,0,1
2,0,0,3,0,0,1,94,2018,4,14,1,0,0,0,105.3,2,0
1,0,2,0,0,0,0,75,2018,10,30,0,0,0,0,90.0,1,0
2,0,2,3,0,0,0,126,2018,6,17,1,0,0,0,111.68,0,1
2,1,0,3,0,0,1,105,2018,7,10,0,0,0,0,123.3,1,0
1,0,2,1,0,0,1,12,2018,5,26,1,0,0,0,155.0,1,0
1,0,1,2,0,0,0,162,2018,8,15,1,0,0,0,105.83,1,1
2,0,2,3,0,0,2,57,2018,3,24,1,0,0,0,85.85,0,1
2,0,0,3,0,0,0,117,2018,5,4,1,0,0,0,105.3,0,1
2,0,2,5,0,0,0,115,2018,2,27,0,0,0,0,86.0,0,0
2,0,0,3,0,0,0,122,2018,11,3,0,0,0,0,85.0,1,1
2,0,1,3,0,0,0,152,2018,8,5,1,0,0,0,110.65,2,1
2,0,1,2,2,0,0,296,2018,10,21,0,0,0,0,117.0,1,1
2,2,0,0,0,0,3,136,2018,7,14,1,0,0,0,0.0,1,0
2,0,0,2,0,0,0,254,2018,9,29,1,0,0,0,100.3,0,1
2,0,0,3,0,0,0,338,2018,10,7,0,0,0,0,80.0,0,0
3,0,1,2,0,0,1,87,2018,10,16,1,0,0,0,151.2,2,0
2,0,0,4,0,0,0,116,2018,7,26,1,0,0,0,105.3,1,0
2,0,1,3,0,0,0,223,2018,10,3,1,0,0,0,102.85,0,1
2,0,0,3,0,0,0,192,2018,5,24,0,0,0,0,80.0,0,0
2,0,2,3,0,0,1,96,2018,12,26,1,0,0,0,121.8,1,0
2,0,2,9,0,0,0,5,2018,12,16,1,0,0,0,92.31,0,0
2,0,2,3,2,0,0,169,2018,4,22,0,0,0,0,106.0,0,1
1,0,0,4,2,0,0,292,2018,8,21,0,0,0,0,90.0,0,1
2,0,0,2,0,0,1,5,2018,9,15,1,0,0,0,164.5,0,0
2,0,1,2,0,0,0,66,2017,9,9,0,0,0,0,75.0,0,0
2,1,0,3,0,0,0,122,2018,5,12,1,0,0,0,121.5,0,1
2,0,2,1,2,0,0,138,2017,8,15,1,0,0,0,94.5,0,0
2,2,1,4,0,0,3,26,2018,4,11,1,0,0,0,197.78,0,1
0,2,0,3,0,0,2,172,2018,10,19,1,0,0,0,108.9,0,1
2,2,0,2,0,0,3,40,2018,8,27,1,0,0,0,207.9,0,1
2,0,0,2,1,0,0,101,2018,7,18,1,0,0,0,89.25,1,1
1,0,0,0,2,0,0,43,2017,12,13,1,0,0,0,0.0,0,0
2,0,2,4,0,0,0,116,2018,12,22,1,0,0,0,88.4,2,0
2,0,0,3,0,0,0,99,2018,10,8,1,0,0,0,118.8,1,0
1,0,0,1,1,0,0,138,2018,11,12,1,0,0,0,79.2,0,1
2,0,1,2,0,0,0,82,2018,4,11,0,0,0,0,78.0,0,0
2,0,0,2,0,1,0,122,2018,9,15,1,0,0,0,135.9,2,0
2,0,1,3,0,0,0,279,2018,10,10,0,0,0,0,80.75,0,0
1,0,1,5,0,0,0,15,2018,5,9,0,0,0,0,95.0,2,0
2,0,0,3,0,0,0,65,2017,10,8,0,0,0,0,72.25,0,0
2,0,0,1,0,1,1,17,2017,12,16,1,0,0,0,102.0,0,0
2,0,2,5,0,0,0,95,2017,9,21,1,0,0,0,89.25,1,0
2,0,0,3,0,0,0,73,2018,3,24,1,0,0,0,64.98,1,0
2,0,2,2,0,0,0,138,2018,8,22,1,0,0,0,97.33,0,1
2,0,0,3,0,0,1,6,2018,5,27,1,0,0,0,176.0,0,1
2,0,2,5,0,0,1,26,2018,11,11,1,0,0,0,96.9,2,0
1,0,0,2,0,1,0,2,2018,6,23,2,1,3,43,67.0,0,0
2,0,0,3,0,0,1,160,2018,8,14,1,0,0,0,131.4,0,1
2,0,2,3,0,0,0,116,2018,2,28,0,0,0,0,76.0,0,0
2,0,2,3,0,0,0,141,2017,10,17,1,0,0,0,90.0,2,0
1,0,2,1,0,0,1,19,2018,11,5,1,0,0,0,131.72,1,1
2,0,0,2,0,0,0,180,2018,5,2,0,0,0,0,100.0,1,1
2,0,2,3,1,0,0,166,2018,10,30,1,0,0,0,102.6,2,1
3,0,0,3,0,0,1,66,2018,11,17,1,0,0,0,119.0,0,1
3,0,0,4,0,0,1,107,2018,8,3,1,0,0,0,150.3,0,1
1,0,0,3,0,0,0,250,2018,10,26,0,0,0,0,95.0,0,0
3,0,1,2,0,0,1,174,2018,8,6,1,0,0,0,137.7,0,1
2,0,2,2,0,0,1,112,2018,6,17,1,0,0,0,132.6,0,1
3,0,0,2,0,0,1,79,2018,12,9,1,0,0,0,126.0,0,0
1,0,2,1,0,0,0,43,2017,11,13,0,0,0,0,75.0,0,0
2,0,1,3,2,0,0,110,2017,7,25,0,0,0,0,94.5,1,1
2,1,2,5,0,0,0,180,2018,8,30,1,0,0,0,112.2,1,1
2,0,1,1,0,0,0,128,2018,7,2,1,0,0,0,105.3,2,0
1,0,0,1,0,0,2,0,2018,7,27,4,0,0,0,0.0,2,0
1,0,2,5,0,0,1,12,2018,6,12,1,0,0,0,134.53,2,0
1,0,1,2,0,0,0,4,2018,3,1,2,1,0,11,68.0,1,0
2,0,0,2,2,0,0,265,2018,6,24,1,0,0,0,109.0,0,1
2,0,2,1,0,0,1,202,2018,10,17,1,0,0,0,109.8,2,1
2,0,1,4,0,0,0,114,2018,7,9,0,0,0,0,75.0,0,0
2,0,1,3,0,0,0,151,2018,10,6,1,0,0,0,91.48,0,1
1,0,0,1,0,0,0,19,2018,11,22,0,0,0,0,75.0,0,0
1,0,0,2,2,0,0,0,2017,7,1,1,0,0,0,0.0,0,0
1,0,0,2,2,0,0,102,2017,10,16,1,0,0,0,0.0,0,0
2,0,0,4,0,0,0,287,2018,10,19,1,0,0,0,90.95,2,1
1,0,0,2,0,0,0,188,2018,8,2,1,0,0,0,130.0,0,1
2,0,1,3,0,0,1,184,2018,7,17,1,0,0,0,99.45,0,1
1,0,0,2,0,0,0,8,2017,10,26,0,0,0,0,77.0,0,0
2,0,0,4,0,0,0,104,2017,8,23,1,0,0,0,76.5,1,1
1,0,1,2,0,0,4,96,2018,6,13,1,0,0,0,124.0,0,0
2,0,1,2,0,0,0,129,2018,5,13,0,0,0,0,80.75,0,0
2,0,0,2,2,0,0,256,2018,6,15,0,0,0,0,109.0,0,0
1,0,0,2,0,0,1,0,2018,3,14,2,0,0,0,75.0,0,0
2,0,2,2,0,0,0,134,2018,7,13,0,0,0,0,72.25,0,0
2,0,1,2,0,0,0,280,2018,9,19,0,0,0,0,110.0,1,1
2,0,0,2,2,0,0,1,2017,8,14,0,0,0,0,109.0,0,0
2,0,0,2,0,0,1,1,2018,10,5,0,0,0,0,107.0,0,0
2,0,0,2,0,1,0,146,2018,7,5,1,0,0,0,114.3,1,0
2,0,1,4,1,0,0,148,2018,5,16,1,0,0,0,74.8,0,0
2,0,2,1,0,0,1,91,2018,5,15,1,0,0,0,140.4,0,1
2,1,0,1,0,1,0,0,2018,12,28,2,0,0,0,107.0,1,0
2,0,2,5,0,0,1,106,2018,7,7,1,0,0,0,121.37,0,1
3,0,1,2,0,0,1,18,2018,12,22,1,0,0,0,131.35,1,0
2,0,2,5,1,0,0,32,2018,2,25,1,0,0,0,63.2,0,1
2,0,0,1,2,0,0,138,2017,8,22,0,0,0,0,94.5,0,0
2,0,0,2,0,0,0,256,2018,10,16,1,0,0,0,100.75,0,1
2,0,1,2,0,0,0,163,2018,9,12,1,0,0,0,126.9,1,0
2,0,2,2,0,0,0,179,2018,10,23,1,0,0,0,90.9,1,1
2,0,1,1,1,0,0,2,2018,9,26,1,0,0,0,195.0,1,0
3,0,0,2,0,1,1,74,2018,7,27,1,0,0,0,159.3,1,0
2,0,0,2,2,0,0,27,2017,9,17,0,0,0,0,82.0,0,0
2,0,2,0,0,0,2,11,2018,1,17,1,0,0,0,77.25,1,0
2,0,2,3,0,0,0,265,2018,12,9,1,0,0,0,73.95,0,1
2,0,2,2,0,0,0,159,2018,4,9,0,0,0,0,70.0,1,0
1,0,0,1,2,0,0,1,2017,8,26,4,0,0,0,0.0,3,0
2,0,2,2,0,0,0,81,2018,3,25,0,0,0,0,65.0,0,0
1,0,2,3,0,0,0,166,2018,11,1,0,0,0,0,110.0,0,1
3,0,1,2,0,0,1,26,2018,11,14,1,0,0,0,166.67,0,1
2,0,0,2,0,0,0,37,2017,9,16,0,0,0,0,94.5,0,0
3,0,0,2,0,0,1,54,2018,6,10,1,0,0,0,159.3,2,0
2,0,2,2,0,0,0,116,2018,2,28,0,0,0,0,75.0,0,0
3,0,0,1,0,0,1,52,2018,5,15,1,0,0,0,159.3,0,1
3,0,1,3,0,0,1,36,2018,10,28,1,0,0,0,170.4,1,1
2,0,1,2,0,0,0,122,2018,4,15,1,0,0,0,85.0,0,1
2,0,2,1,0,0,0,1,2018,2,13,0,0,0,0,60.0,0,0
2,0,1,3,0,0,0,158,2018,8,25,1,0,0,0,90.95,0,1
2,0,1,2,0,0,1,82,2018,4,16,1,0,0,0,103.7,1,0
2,0,0,1,0,0,0,217,2018,9,7,1,0,0,0,126.9,0,1
2,0,0,3,0,0,1,44,2017,11,11,0,0,0,0,60.0,1,0
2,0,1,0,0,1,0,49,2018,10,5,0,0,0,0,115.2,0,0
2,0,1,1,0,0,1,162,2018,7,13,1,0,0,0,114.3,1,1
2,0,2,1,0,0,0,194,2018,10,29,1,0,0,0,96.3,1,1
2,0,0,3,0,0,0,166,2018,8,26,1,0,0,0,99.45,1,1
1,0,0,1,0,0,1,0,2018,11,6,1,0,0,0,120.0,0,1
2,0,1,3,0,0,0,94,2018,5,2,0,0,0,0,80.75,0,0
2,1,1,1,0,0,0,6,2018,7,1,1,0,0,0,167.0,2,0
3,0,0,3,0,0,1,21,2018,12,30,1,0,0,0,375.5,1,0
2,1,1,2,0,0,0,12,2017,8,23,0,0,0,0,85.0,2,0
3,0,1,0,0,0,1,6,2018,7,11,1,0,0,0,166.0,0,1
2,0,0,4,0,0,1,83,2018,7,13,1,0,0,0,118.8,0,1
2,0,1,4,0,0,0,92,2017,10,7,0,0,0,0,70.0,0,0
2,0,0,3,0,0,0,136,2018,8,30,1,0,0,0,88.01,1,0
2,0,2,2,0,0,1,76,2018,5,10,0,0,0,0,90.95,1,0
2,0,2,2,2,0,0,265,2018,10,9,0,0,0,0,100.0,0,1
3,0,0,3,0,0,1,26,2018,6,8,1,0,0,0,163.67,1,0
2,0,2,1,2,0,0,271,2018,10,3,0,0,0,0,101.33,1,1
2,0,0,2,0,0,1,64,2018,9,9,1,0,0,0,149.4,0,1
2,0,2,3,1,0,0,116,2018,12,24,1,0,0,0,79.2,1,0
2,0,1,2,0,0,0,141,2017,12,8,0,0,0,0,72.25,0,0
2,0,1,3,0,0,0,41,2018,3,6,0,0,0,0,66.88,0,0
2,0,0,3,0,0,1,56,2018,8,30,1,0,0,0,142.2,1,1
2,0,2,3,0,0,0,359,2018,10,14,1,0,0,0,39.0,2,1
1,0,1,2,0,0,0,280,2018,9,19,0,0,0,0,73.0,0,0
3,0,1,2,0,0,1,48,2018,5,6,1,0,0,0,159.3,2,0
3,0,0,2,0,0,1,17,2018,2,18,1,0,0,0,130.0,2,0
1,0,0,2,2,0,0,0,2018,1,22,0,0,0,0,87.0,0,0
2,0,1,3,0,0,0,217,2018,8,17,1,0,0,0,90.95,1,1
2,0,0,3,0,0,1,202,2018,10,7,1,0,0,0,126.9,1,1
2,0,0,1,0,0,0,1,2018,9,27,0,1,0,0,95.0,0,0
2,0,0,1,0,0,0,56,2018,8,8,0,0,0,0,120.0,0,0
3,0,1,3,0,0,1,57,2018,4,11,1,0,0,0,130.05,0,1
2,2,0,3,0,0,3,10,2018,12,27,1,0,0,0,176.33,0,0
2,0,2,3,0,0,0,90,2018,10,17,0,0,0,0,80.75,0,0
3,0,0,3,0,0,1,50,2018,3,29,1,0,0,0,123.3,1,1
2,0,2,1,0,0,0,216,2018,8,27,1,0,0,0,96.3,0,0
2,0,2,6,0,0,1,67,2018,3,16,1,0,0,0,82.45,0,0
2,0,1,2,0,0,0,86,2018,5,5,0,0,0,0,80.75,0,0
2,0,1,4,0,0,0,145,2018,6,26,1,0,0,0,85.5,0,1
1,0,2,1,2,0,0,180,2017,10,16,1,0,0,0,36.25,0,1
2,0,1,2,0,0,0,80,2017,10,24,0,0,0,0,80.75,0,0
2,0,2,3,0,0,0,19,2017,12,27,0,0,0,0,58.0,0,0
1,0,0,2,0,0,0,9,2018,9,27,0,0,0,0,75.0,0,0
2,0,1,3,0,0,0,106,2018,7,11,0,0,0,0,86.08,1,0
2,0,1,2,0,0,0,161,2018,4,22,0,0,0,0,80.0,1,0
1,0,2,1,0,0,0,5,2017,9,20,2,1,1,0,100.0,0,0
2,0,0,3,0,0,0,59,2018,11,11,0,0,0,0,75.0,0,0
2,0,1,4,0,0,0,145,2018,8,29,0,0,0,0,72.25,0,0
2,2,1,2,0,0,3,8,2018,10,27,1,0,0,0,233.33,0,1
2,0,1,3,0,0,1,64,2018,9,11,1,0,0,0,149.4,0,1
1,0,0,2,0,1,0,1,2018,8,17,2,1,0,1,67.0,1,0
1,0,0,2,1,0,0,164,2018,10,2,1,0,0,0,108.0,0,1
2,0,0,3,0,0,2,14,2018,7,22,1,0,0,0,86.85,0,1
2,0,2,0,0,0,0,307,2018,9,11,1,0,0,0,108.0,0,1
2,0,2,1,2,0,0,8,2017,8,14,0,0,0,0,94.5,0,0
2,0,0,3,1,0,2,83,2018,3,3,1,0,0,0,84.45,1,0
2,0,1,2,0,0,0,15,2017,12,27,1,1,1,0,69.0,0,0
3,0,0,2,0,0,1,156,2018,7,26,1,0,0,0,137.7,0,1
1,0,2,4,0,0,0,37,2018,2,20,1,0,0,0,69.53,0,0
